user_id,item_id
83,"[0, 2, 3, 0, 5, 0, 0, 8, 9, 0, 11, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
84,"[0, 2, 0, 4, 0, 0, 0, 8, 0, 0, 0, 12, 0, 0, 0, 0, 0, 18, 0, 0]"
85,"[1, 0, 3, 0, 0, 6, 0, 0, 0, 10, 0, 0, 13, 0, 15, 0, 17, 18, 0, 20]"
86,"[1, 0, 0, 4, 0, 6, 0, 8, 9, 0, 0, 12, 13, 14, 15, 0, 0, 0, 0, 20]"
87,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 13, 0, 0, 0, 0, 18, 19, 20]"
88,"[1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 13, 14, 15, 16, 0, 0, 0, 0]"
89,"[1, 2, 0, 4, 5, 0, 7, 8, 0, 10, 11, 12, 13, 0, 15, 0, 0, 0, 0, 0]"
90,"[0, 2, 3, 0, 0, 0, 0, 0, 9, 0, 11, 12, 0, 14, 0, 16, 0, 0, 19, 20]"
91,"[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 18, 19, 0]"
92,"[1, 0, 0, 4, 5, 6, 7, 0, 9, 10, 11, 0, 0, 0, 15, 16, 0, 0, 0, 0]"
93,"[0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 12, 13, 14, 0, 16, 17, 0, 0, 20]"
94,"[0, 0, 0, 4, 0, 0, 7, 0, 9, 10, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
95,"[1, 0, 0, 4, 5, 6, 7, 0, 0, 0, 0, 12, 0, 14, 15, 16, 17, 18, 19, 0]"
96,"[0, 2, 0, 0, 0, 0, 7, 0, 0, 10, 11, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
97,"[1, 0, 3, 4, 0, 6, 7, 0, 9, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 20]"
98,"[1, 0, 0, 4, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 16, 17, 0, 0, 20]"
99,"[0, 2, 0, 4, 0, 0, 7, 0, 9, 10, 0, 0, 0, 14, 15, 0, 0, 0, 0, 0]"
100,"[1, 0, 3, 0, 5, 0, 0, 8, 9, 0, 0, 0, 13, 14, 0, 16, 17, 0, 19, 0]"
101,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 12, 13, 0, 15, 16, 17, 18, 0, 0]"
102,"[1, 0, 0, 0, 0, 0, 7, 8, 9, 0, 0, 0, 13, 14, 0, 16, 17, 0, 0, 20]"
103,"[0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 15, 0, 0, 18, 19, 0]"
104,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 14, 0, 16, 17, 18, 0, 0]"
105,"[1, 2, 0, 0, 0, 0, 0, 8, 9, 10, 0, 12, 0, 14, 0, 0, 0, 18, 19, 20]"
106,"[0, 2, 0, 4, 5, 6, 7, 0, 9, 0, 0, 0, 13, 0, 15, 16, 17, 18, 0, 0]"
107,"[0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 15, 0, 0, 0, 19, 0]"
108,"[0, 2, 0, 0, 5, 0, 0, 0, 9, 0, 11, 12, 0, 14, 15, 0, 17, 18, 19, 0]"
109,"[1, 0, 0, 0, 5, 6, 7, 0, 0, 0, 11, 0, 13, 14, 0, 16, 17, 18, 0, 20]"
110,"[0, 2, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 13, 0, 0, 16, 0, 0, 19, 0]"
111,"[0, 2, 3, 0, 5, 0, 7, 8, 0, 0, 11, 0, 0, 0, 15, 0, 0, 0, 19, 20]"
112,"[1, 0, 3, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 0, 19, 0]"
113,"[1, 2, 0, 0, 0, 6, 0, 8, 0, 0, 11, 0, 0, 14, 0, 0, 17, 18, 0, 20]"
114,"[0, 2, 3, 0, 0, 6, 7, 8, 9, 0, 0, 0, 13, 0, 15, 0, 0, 18, 19, 20]"
115,"[0, 0, 3, 0, 0, 0, 0, 8, 0, 10, 0, 12, 13, 0, 0, 16, 0, 0, 19, 20]"
116,"[0, 0, 3, 0, 0, 0, 7, 8, 0, 0, 0, 12, 0, 0, 0, 16, 0, 0, 0, 0]"
117,"[0, 0, 3, 4, 0, 6, 0, 0, 9, 0, 11, 0, 13, 0, 0, 0, 17, 0, 0, 20]"
118,"[0, 2, 0, 0, 0, 0, 0, 0, 9, 10, 0, 12, 13, 14, 15, 0, 0, 0, 19, 20]"
119,"[1, 0, 3, 4, 0, 6, 0, 0, 0, 10, 11, 12, 0, 0, 15, 0, 0, 0, 19, 0]"
120,"[0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 12, 0, 14, 0, 0, 0, 18, 19, 20]"
121,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 19, 0]"
122,"[1, 0, 0, 4, 0, 0, 0, 8, 9, 10, 0, 0, 0, 0, 15, 0, 17, 0, 0, 0]"
123,"[1, 0, 3, 0, 5, 6, 7, 0, 0, 10, 0, 12, 0, 0, 15, 16, 17, 18, 19, 0]"
124,"[1, 0, 3, 0, 0, 6, 0, 8, 0, 0, 0, 0, 13, 0, 0, 0, 17, 0, 0, 20]"
125,"[1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 11, 0, 13, 0, 15, 0, 0, 0, 0, 20]"
126,"[1, 0, 0, 4, 5, 0, 0, 8, 0, 0, 11, 0, 13, 14, 0, 16, 0, 0, 0, 0]"
127,"[0, 2, 3, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0]"
128,"[1, 0, 0, 4, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 15, 16, 17, 0, 0, 20]"
129,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 11, 12, 0, 0, 15, 0, 17, 0, 19, 20]"
130,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 15, 16, 17, 18, 19, 20]"
131,"[0, 0, 0, 4, 5, 6, 7, 8, 0, 0, 0, 0, 13, 14, 15, 0, 17, 0, 19, 20]"
132,"[1, 0, 0, 0, 5, 6, 7, 8, 9, 10, 0, 0, 0, 0, 0, 0, 17, 18, 0, 20]"
133,"[0, 0, 0, 4, 5, 6, 0, 8, 9, 0, 11, 0, 0, 0, 15, 0, 0, 18, 19, 20]"
134,"[0, 2, 3, 4, 5, 0, 0, 8, 0, 10, 0, 0, 13, 14, 15, 0, 17, 18, 0, 20]"
135,"[0, 0, 3, 0, 5, 6, 0, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
136,"[1, 2, 0, 4, 5, 6, 7, 0, 9, 10, 0, 12, 13, 14, 15, 16, 0, 0, 0, 20]"
137,"[0, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
138,"[1, 0, 0, 4, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 16, 17, 18, 0, 0]"
139,"[1, 0, 0, 0, 0, 0, 7, 0, 9, 10, 0, 0, 13, 14, 0, 16, 0, 18, 19, 20]"
140,"[0, 2, 0, 4, 0, 6, 0, 0, 0, 10, 11, 0, 0, 14, 0, 0, 0, 18, 0, 0]"
141,"[1, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0]"
142,"[0, 0, 3, 0, 0, 0, 7, 0, 9, 0, 0, 0, 13, 14, 0, 16, 0, 0, 0, 0]"
143,"[0, 2, 0, 0, 5, 0, 7, 0, 9, 0, 0, 0, 0, 14, 15, 16, 17, 18, 0, 20]"
144,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 10, 11, 0, 0, 0, 15, 16, 0, 18, 19, 0]"
145,"[0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 11, 12, 13, 14, 0, 0, 0, 0, 0, 0]"
146,"[0, 0, 0, 4, 5, 0, 0, 0, 0, 10, 11, 0, 0, 0, 15, 16, 0, 0, 0, 20]"
147,"[0, 2, 0, 0, 5, 0, 0, 8, 0, 10, 11, 0, 0, 0, 15, 0, 0, 0, 19, 0]"
148,"[0, 0, 3, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 20]"
149,"[1, 2, 3, 0, 5, 0, 0, 0, 9, 0, 0, 0, 13, 0, 0, 0, 17, 0, 19, 0]"
150,"[0, 0, 0, 4, 5, 6, 7, 0, 0, 10, 11, 0, 13, 0, 0, 0, 17, 18, 0, 0]"
151,"[0, 2, 3, 0, 5, 6, 0, 0, 0, 10, 0, 12, 0, 0, 15, 16, 17, 0, 0, 20]"
152,"[0, 0, 3, 4, 5, 0, 7, 0, 0, 10, 0, 0, 13, 14, 15, 16, 0, 18, 0, 20]"
153,"[0, 0, 3, 0, 0, 0, 0, 0, 9, 0, 0, 12, 13, 14, 15, 16, 17, 0, 19, 0]"
154,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 12, 13, 14, 0, 0, 0, 0, 0, 0]"
155,"[0, 2, 0, 4, 0, 6, 7, 0, 9, 0, 0, 0, 0, 0, 0, 16, 0, 0, 19, 0]"
156,"[1, 2, 0, 0, 5, 6, 0, 8, 0, 10, 0, 0, 13, 0, 0, 0, 0, 0, 19, 20]"
157,"[1, 2, 0, 4, 0, 0, 7, 0, 0, 0, 11, 0, 0, 0, 0, 0, 17, 18, 0, 0]"
158,"[0, 2, 0, 0, 0, 0, 7, 8, 9, 10, 0, 0, 0, 0, 15, 0, 0, 0, 19, 20]"
159,"[0, 2, 3, 0, 5, 0, 7, 0, 9, 10, 11, 0, 13, 14, 0, 16, 0, 0, 19, 20]"
160,"[1, 2, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0]"
161,"[0, 0, 0, 4, 0, 0, 7, 8, 0, 0, 0, 12, 13, 14, 0, 0, 0, 18, 0, 0]"
162,"[0, 0, 0, 0, 0, 6, 7, 0, 0, 0, 11, 0, 0, 0, 0, 16, 0, 18, 19, 0]"
163,"[1, 0, 3, 0, 0, 6, 7, 0, 9, 0, 11, 0, 13, 14, 0, 16, 0, 0, 19, 0]"
164,"[1, 0, 3, 4, 5, 6, 0, 0, 0, 0, 11, 0, 0, 0, 15, 0, 17, 18, 0, 0]"
165,"[0, 0, 0, 4, 0, 0, 0, 0, 9, 0, 11, 12, 13, 14, 0, 0, 17, 18, 0, 20]"
166,"[0, 0, 3, 4, 5, 0, 0, 0, 0, 0, 0, 12, 0, 0, 15, 16, 0, 18, 0, 20]"
167,"[0, 2, 0, 0, 5, 0, 0, 0, 9, 0, 11, 12, 0, 14, 0, 0, 0, 18, 0, 20]"
168,"[0, 0, 0, 0, 5, 6, 0, 0, 9, 0, 0, 12, 0, 14, 0, 0, 0, 0, 0, 0]"
169,"[0, 2, 3, 4, 0, 0, 0, 8, 0, 10, 0, 0, 13, 0, 0, 0, 17, 18, 0, 0]"
170,"[0, 0, 0, 4, 5, 6, 7, 0, 0, 0, 0, 12, 0, 14, 0, 0, 0, 18, 19, 0]"
171,"[0, 0, 0, 0, 0, 6, 0, 8, 9, 0, 11, 12, 0, 0, 0, 16, 17, 18, 0, 20]"
172,"[1, 0, 0, 4, 0, 0, 7, 0, 0, 0, 11, 0, 13, 0, 15, 16, 17, 18, 19, 0]"
173,"[0, 2, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 17, 0, 19, 0]"
174,"[0, 2, 3, 4, 5, 6, 0, 0, 0, 10, 11, 0, 13, 14, 15, 0, 0, 18, 0, 20]"
175,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 11, 12, 0, 14, 15, 0, 0, 18, 0, 0]"
176,"[0, 0, 3, 0, 0, 6, 0, 8, 9, 0, 0, 12, 0, 14, 15, 16, 0, 18, 0, 20]"
177,"[1, 2, 3, 0, 0, 6, 0, 0, 0, 0, 11, 0, 13, 0, 0, 16, 0, 18, 0, 20]"
178,"[0, 2, 3, 4, 0, 0, 7, 0, 9, 10, 0, 0, 0, 14, 0, 0, 17, 18, 0, 20]"
179,"[0, 0, 3, 0, 0, 6, 0, 8, 0, 10, 0, 12, 0, 0, 15, 0, 17, 18, 0, 0]"
180,"[1, 2, 0, 4, 0, 6, 7, 0, 0, 0, 11, 0, 13, 0, 15, 0, 0, 0, 0, 20]"
181,"[0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 17, 0, 19, 0]"
182,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183,"[0, 2, 0, 4, 0, 0, 7, 8, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,"[1, 0, 0, 0, 5, 0, 7, 0, 0, 10, 0, 12, 13, 0, 0, 16, 0, 0, 19, 0]"
185,"[1, 2, 0, 0, 0, 6, 0, 0, 9, 0, 11, 0, 13, 0, 15, 0, 0, 0, 0, 0]"
186,"[1, 2, 3, 0, 0, 0, 7, 0, 9, 0, 11, 0, 13, 0, 0, 0, 17, 0, 0, 0]"
187,"[1, 0, 3, 0, 0, 6, 0, 0, 0, 10, 0, 0, 0, 14, 15, 16, 0, 0, 19, 20]"
188,"[0, 0, 3, 0, 0, 6, 0, 8, 0, 10, 0, 12, 0, 0, 15, 0, 17, 18, 0, 0]"
189,"[0, 0, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 19, 0]"
190,"[1, 2, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 15, 16, 17, 18, 0, 0]"
191,"[0, 0, 3, 4, 0, 6, 7, 0, 0, 10, 0, 0, 0, 14, 0, 0, 0, 18, 0, 0]"
192,"[1, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 17, 18, 19, 0]"
193,"[1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 20]"
194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 14, 15, 16, 17, 18, 19, 20]"
195,"[0, 2, 3, 0, 0, 6, 0, 0, 9, 0, 0, 0, 0, 0, 15, 16, 17, 0, 0, 0]"
196,"[1, 0, 3, 0, 5, 0, 0, 0, 0, 10, 11, 0, 13, 0, 15, 16, 17, 0, 0, 20]"
197,"[1, 0, 3, 4, 5, 0, 0, 0, 9, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
198,"[1, 0, 3, 4, 5, 6, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 17, 0, 0, 20]"
199,"[0, 0, 3, 0, 5, 6, 0, 0, 0, 10, 0, 0, 13, 0, 0, 16, 0, 0, 0, 20]"
200,"[0, 2, 0, 0, 5, 0, 0, 0, 0, 10, 0, 12, 0, 0, 0, 0, 0, 18, 19, 0]"
201,"[1, 2, 3, 0, 0, 0, 0, 8, 9, 0, 0, 0, 13, 14, 15, 0, 0, 0, 0, 0]"
202,"[1, 2, 0, 0, 5, 6, 0, 8, 0, 0, 0, 0, 0, 0, 15, 16, 0, 0, 0, 0]"
203,"[0, 2, 0, 4, 0, 0, 7, 8, 9, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 20]"
204,"[0, 2, 0, 0, 0, 6, 7, 8, 9, 10, 11, 0, 0, 0, 15, 16, 17, 18, 19, 0]"
205,"[1, 2, 3, 0, 0, 0, 0, 8, 0, 10, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0]"
206,"[0, 2, 3, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 0, 0, 0, 19, 0]"
207,"[0, 0, 0, 4, 0, 0, 7, 0, 0, 10, 11, 0, 13, 0, 15, 16, 17, 0, 0, 20]"
208,"[0, 2, 0, 0, 5, 0, 0, 0, 9, 10, 0, 0, 13, 14, 15, 16, 0, 0, 0, 20]"
209,"[1, 0, 3, 0, 5, 6, 7, 8, 9, 0, 0, 0, 13, 14, 0, 0, 0, 0, 19, 20]"
210,"[0, 0, 3, 0, 5, 0, 0, 8, 9, 0, 11, 0, 13, 0, 0, 0, 17, 18, 0, 0]"
211,"[1, 0, 3, 0, 0, 0, 0, 8, 0, 10, 0, 0, 13, 14, 15, 16, 0, 0, 19, 20]"
212,"[0, 0, 0, 0, 0, 6, 7, 8, 0, 0, 11, 12, 0, 0, 15, 16, 0, 0, 19, 0]"
213,"[0, 0, 3, 4, 0, 0, 0, 8, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 20]"
214,"[0, 0, 3, 0, 5, 0, 0, 8, 0, 0, 11, 12, 0, 0, 15, 0, 0, 0, 0, 0]"
215,"[1, 0, 3, 0, 5, 0, 0, 0, 9, 0, 0, 0, 13, 0, 15, 0, 0, 18, 19, 20]"
